Area,MajorAxisLength,MinorAxisLength,Eccentricity,ConvexArea,Extent,Perimeter,Class
90585,4.896.477.891,2.393.502.938,87.238.391,95774,672.344.689,1.270.266,Besni
83065,4.449.996.477,2.413.311.658,84.017.353,87785,720.549.965,1.182.561,Besni
54357,3.625.947.181,1.929.493.667,846.659.474,56006,699.917.592,945.828,Besni
169645,7.315.618.761,2.994.134.054,912.408.981,174278,755.515.672,1.753.016,Besni
70461,3.761.708.434,2.439.548.291,761.196.452,72819,72.827.907,1.046.692,Besni
105347,4.768.035.004,2.820.258.157,806.310.313,108072,769.034.792,1.266.876,Besni
160583,6.306.452.291,3.262.445.303,855.792.865,165385,751.898.675,1.646.559,Besni
101772,4.779.089.439,2.734.043.639,820.194.593,104567,684.337.933,1.266.657,Besni
61123,3.293.302.205,2.572.680.933,624.298.597,70556,723.263.519,1.128.077,Besni
90375,4.806.324.763,2.410.167.682,865.182.269,93826,643.559.069,1.251.679,Besni
131847,5.604.209.076,3.026.406.658,841.649.703,134950,744.313.787,1.446.145,Besni
81998,4.236.326.319,2.512.394.448,805.158.483,83932,729.480.633,1.130.427,Besni
105924,4.977.006.461,2.745.758.066,834.050.126,109179,716.535.433,1295.27,Besni
121757,4.865.210.676,3.233.517.303,747.181.362,125067,759.912.623,1.357.888,Besni
116198,4.942.591.759,3.016.828.956,792.113.448,118786,71.936.754,1328.07,Besni
86846,4.593.960.385,2.426.199.645,849.164.703,89047,725.930.755,1.173.308,Besni
77799,4.193.385.795,2.383.432.501,822.766.851,80688,648.001,1.114.454,Besni
75242,3.916.781.455,2.480.891.166,773.824.179,77890,668.176.329,1.077.419,Besni
113164,4.867.663.599,2.971.102.875,792.112.164,116531,739.561.481,1.313.092,Besni
194864,6.578.678.432,3.780.584.606,818.383.583,197430,786.426.888,1.700.937,Besni
103313,5.034.514.388,2.664.450.356,848.474.157,108615,667.043.297,1.343.017,Besni
98464,4.882.150.041,2.617.242.599,844.164.633,101977,679.432.242,1.259.069,Besni
97377,5.039.920.682,2.524.996.254,865.447.744,101317,708.423.059,1.281.252,Besni
169880,648.904.219,3.391.311.299,852.564.975,177170,713.766.518,1.660.677,Besni
69746,3.705.604.807,2.419.144.571,757.501.058,72724,71.260.281,1.027.513,Besni
172334,595.817.747,3.750.205.347,777.064.027,174610,636.111.296,1.591.894,Besni
192815,7.314.402.924,3.371.023.722,887.465.183,196576,734.399.043,1.803.686,Besni
92121,4.320.619.001,2.756.906.108,769.969.011,95197,715.447.344,1.193.836,Besni
82462,4.345.712.205,2.444.574.533,826.779.841,85611,649.910.941,1.174.203,Besni
53325,3.512.037.065,1.972.136.417,827.452.081,56030,706.141.745,934.49,Besni
151703,5.951.070.958,3.303.427.512,831.784.963,156402,67.130.865,1.608.599,Besni
40702,2.741.689.537,191.378.387,71.606.769,41924,721.615.488,771.797,Besni
81480,4.341.002.588,2.427.017.513,829.105.982,84581,674.012.309,1162.37,Besni
104669,5.466.727.559,2.485.279.077,890.685.928,110984,687.345.679,1.398.545,Besni
85390,4.037.297.499,2.729.703.269,736.790.229,88615,710.499.821,1.156.718,Besni
178692,5.947.221.714,3.840.380.462,763.554.308,181288,74.704.638,1.622.032,Besni
104385,488.897.551,2.776.837.439,823.042.761,108197,772.169.783,1.315.843,Besni
206689,746.145.341,3.553.006.855,879.346.962,212569,745.808.887,1.876.028,Besni
98166,4.207.021.756,2.995.836.092,702.074.218,100659,707.426.224,1.245.034,Besni
156769,6.629.666.319,3.078.680.665,88.563.635,161782,742.108.801,1.646.525,Besni
182823,7.000.084.625,3.377.066.668,87.593.328,190749,698.891.395,1.789.254,Besni
96139,4.983.876.606,2.501.120.371,864.959.104,100204,675.361.077,1.298.138,Besni
99177,4.940.551.922,2.609.736.477,849.102.747,104468,61.417.513,1.317.687,Besni
76114,4.353.879.154,2.247.276.306,856.495.219,77824,681.927.322,1.100.929,Besni
111056,5.147.145.466,277.879.091,841.748.223,114995,670.785.994,1.370.914,Besni
51350,3.426.553.034,2.040.111.119,803.442.088,54576,649.178.255,930.051,Besni
144973,6.148.149.264,3.043.315.314,868.894.695,150534,733.669.028,1.539.429,Besni
182788,6.212.067.629,3.794.244.465,791.795.655,188848,733.060.891,1.679.075,Besni
128442,5.859.819.941,2.816.014.086,876.960.072,133704,750.683.811,1.499.355,Besni
76364,3.818.024.151,2.585.879.725,73.572.335,78977,747.347.818,1075.8,Besni
158808,6.589.566.002,308.528.449,883.618.526,162376,726.610.542,1.624.343,Besni
106923,5.911.158.376,2.348.233.464,917.708.543,111428,522.278.775,1.425.109,Besni
60640,3.692.703.695,2.185.287.077,806.095.763,66145,711.720.382,1.036.527,Besni
88257,4.529.245.926,2.544.821.926,827.229.367,92886,736.088.407,1.209.622,Besni
102868,4.300.260.915,3.129.725.953,685.790.415,106439,717.930.823,1.251.802,Besni
61539,3.642.559.451,2.203.620.197,796.252.226,65462,7.233.925,1.056.491,Besni
129292,6.145.474.258,2.700.854.905,898.249.041,133475,689.689.754,1.531.744,Besni
57999,31.102.247,2.434.761.211,622.242.108,61519,656.334.872,968.697,Besni
88315,4.567.407.136,2.481.499.566,839.534.766,92046,644.193.035,1.205.863,Besni
88250,4.784.818.356,2.383.218.863,867.131.498,92397,606.600.084,1.217.127,Besni
141137,600.126.138,3.057.668.376,86.046.812,145158,585.589.398,1.495.983,Besni
123980,5.318.682.601,3.325.761.746,780.386.042,138078,667.621.591,1.539.944,Besni
49371,320.643.403,2.002.455.856,78.101.538,52692,675.122.045,921.059,Besni
172783,820.724.022,3.521.936.798,903.244.833,219952,496.936.979,2.289.889,Besni
86852,4.564.786.879,2.486.068.692,838.683.717,90550,607.853.978,1.207.534,Besni
91464,4.332.197.933,2.732.554.614,77.598.221,93852,717.702.448,1182.21,Besni
93441,39.679.078,3.008.126.078,652.122.156,95370,723.317.129,1.157.771,Besni
94211,4.500.046.169,2.692.865.688,801.191.187,96340,71.684.776,1.194.631,Besni
124630,5.850.938.025,2.754.936.129,88.221.128,128308,681.831.859,1485.99,Besni
116361,5.544.901.203,2.770.668.866,866.210.843,125132,747.413.046,1.434.389,Besni
152992,5.727.053.956,3.412.457.032,803.096.791,155411,777.524.801,1.500.251,Besni
147843,6.510.028.073,2.997.432.602,887.694.392,155494,719.325.646,1.633.723,Besni
135036,5.826.875.226,3.015.684.879,85.565.446,139124,634.567.669,1.509.374,Besni
128107,6.169.944.003,2.679.807.338,900.752.608,133001,621.483.426,1.513.469,Besni
79975,4.393.125.083,2.404.941.902,836.849.476,83384,691.161.601,1.162.608,Besni
60674,345.315.246,2.252.188.028,758.036.475,62614,735.576.165,987.617,Besni
96404,4.701.016.955,2.642.362.097,827.080.776,99678,754.547.447,1.265.032,Besni
222915,7.315.594.062,3.899.466.998,84.609.325,227170,770.542.973,1.876.307,Besni
108379,4.825.655.775,2.893.857.273,800.238.655,111707,702.710.238,1.316.871,Besni
62562,4.079.392.627,198.710.116,873.342.236,64694,628.258.686,1.030.757,Besni
204226,6.482.042.885,4.022.832.708,784.117.922,207198,773.987.918,1.724.662,Besni
77985,4.733.407.049,2.140.920.312,891.865.826,82967,674.377.378,1.214.981,Besni
104728,4.956.716.825,2.726.867.344,835.075.211,109157,730.218.937,1.316.398,Besni
85449,4.711.246.639,2.383.286.787,862.608.676,89794,584.770.469,1246.2,Besni
97558,4.771.107.437,2.619.163.163,835.846.416,100259,777.045.002,1.229.813,Besni
97049,5.482.208.328,2.316.610.186,906.330.851,102899,616.301.518,1.399.672,Besni
58870,3.551.360.184,2.120.294.595,802.213.456,60490,734.956.305,940.363,Besni
83889,4.509.889.914,2.413.303.882,844.780.047,88842,729.824.958,1.183.981,Besni
110527,5.145.888.486,2.755.833.551,844.509.317,114538,689.698.853,1.360.821,Besni
66793,3.622.312.356,2.364.044.486,757.673.254,69506,684.109.182,1.024.169,Besni
91665,4.854.521.433,2.430.800.284,865.604.032,95741,700.032.075,1.244.563,Besni
126149,4.788.771.011,3.459.199.722,691.520.882,134778,624.908.356,1.549.185,Besni
101618,4.434.929.899,2.933.841.689,749.918.202,104508,750.241.792,1.238.627,Besni
96442,4.504.081.356,2.769.226.152,788.662.816,100712,703.058.137,1.239.314,Besni
79397,4.349.940.818,2.355.194.933,840.744.874,83074,696.116.854,1.148.633,Besni
86658,4.392.290.769,2.583.043.276,80.879.864,89048,699.757.752,1.184.581,Besni
113046,5.489.408.354,2.653.050.959,8.754.528,116819,677.181.674,1.385.645,Besni
53373,3.306.772.412,2.157.016.476,757.958.591,56639,654.281.336,936.823,Besni
80274,4.043.024.952,2.560.624.764,773.870.556,84523,663.542.132,1.153.618,Besni
89431,4.648.339.317,247.352.044,846.662.711,92412,624.797.395,1.198.853,Besni
84383,4.039.094.148,2.712.515.091,74.094.546,87629,67.494.521,1.140.605,Besni
98260,5.201.030.781,2.452.097.587,88.188.543,103918,576.457.129,1.345.687,Besni
104656,4.894.542.174,2.734.526.643,829.377.269,106961,741.609.977,1.273.128,Besni
100186,4.625.059.292,2.776.991.108,799.682.716,101921,682.242.863,1.217.831,Besni
122617,5.036.875.762,3.226.225.172,767.940.576,131499,643.253.594,1.429.352,Besni
117301,5.072.404.407,2.968.298.817,810.899.272,122361,618.402.185,1.407.401,Besni
48007,3.026.110.474,2.091.160.842,72.281.732,50679,677.051.307,889.743,Besni
165681,6.152.108.745,3.467.022.458,826.081.781,170954,735.823.666,1.635.791,Besni
83929,4.290.904.087,2.520.375.627,809.313.914,87269,704.841.486,1.176.227,Besni
109701,5.466.352.817,2.566.147.321,882.962.171,113425,580.625.185,1.405.868,Besni
117098,6.377.702.144,2.374.717.854,928.093.615,120417,652.865.745,1.484.334,Besni
107082,5.368.515.692,25.871.716,876.217.627,112201,729.520.929,1.354.715,Besni
102944,4.771.675.089,2.772.224.874,813.921.262,108053,715.684.093,1.339.098,Besni
53077,3.272.878.204,2.122.310.886,761.253.861,55532,646.413.348,934.708,Besni
78161,4.532.033.953,2.226.050.244,871.057.374,81689,733.492.868,1.161.291,Besni
122433,5.852.941.984,2.707.088.097,886.610.152,128445,579.493.175,1.526.711,Besni
142069,6.627.137.696,2.754.396.927,909.536.563,148697,732.276.687,1622.58,Besni
82585,4.361.824.306,2.648.740.998,794.506.753,93928,588.446.959,1320.46,Besni
96753,4.774.997.235,2.619.434.084,836.102.728,99964,694.107.266,1.258.683,Besni
106393,4.723.094.058,2.875.938.899,793.239.365,109501,678.388.339,1.281.378,Besni
182122,6.204.872.195,3.764.886.055,794.882.897,187560,721.829.842,1695.23,Besni
49691,3.366.780.578,1.892.616.674,827.039.135,52077,724.950.397,919.419,Besni
79057,4.363.900.466,2.368.953.933,839.828.107,82642,654.597.092,1.148.146,Besni
110785,5.600.071.356,2.593.973.494,886.251.871,116070,558.566.689,1.456.757,Besni
171749,6.712.545.607,3.289.098.892,871.726.491,175679,738.159.297,1.689.585,Besni
149841,5.474.564.052,3.545.846.058,761.899.987,155682,711.847.256,1.544.342,Besni
97513,4.869.021.671,2.572.700.163,849.007.165,100196,688.908.984,1.272.882,Besni
97254,4.220.440.713,3.058.751.238,68.901.521,100815,633.349.614,1.254.468,Besni
132116,5.196.799.838,3.253.324.878,779.803.256,133811,745.071.058,1.393.335,Besni
132730,535.980.907,32.495.892,795.244.976,139810,688.558.608,1.475.658,Besni
68576,377.136.928,2.351.294.691,781.855.924,71551,719.074.732,1.087.108,Besni
109011,5.043.954.957,2.770.339.524,835.664.958,111306,620.933.014,1.297.147,Besni
109438,5.027.293.381,2.803.437.406,830.080.564,113476,6.354.731,1.323.557,Besni
76551,3.944.426.146,2.552.544.409,762.382.271,81613,632.365.454,1.130.405,Besni
121080,5.734.036.122,2.706.325.069,881.611.618,124432,723.790.395,1.418.385,Besni
86202,4.377.712.614,2.539.093.213,814.613.238,90825,705.146.139,1.199.809,Besni
134913,6.396.015.714,273.092.077,904.264.761,139500,73.672.628,1.535.248,Besni
175247,7.130.171.239,3.163.984.978,896.152.602,179961,592.162.706,1.739.277,Besni
195281,6.098.297.259,4.085.356.188,742.435.528,197426,769.656.124,1.639.103,Besni
131496,5.061.154.491,3.343.317.845,750.752.113,134210,705.522.559,1412.02,Besni
175946,6.045.300.676,3.728.498.432,787.151.415,180289,775.837.589,1.622.809,Besni
66265,4.245.594.345,2.033.812.923,877.792.635,70487,628.014.974,1.126.765,Besni
106938,498.433.852,2.745.902.751,834.567.201,110118,773.187.379,1.285.854,Besni
76624,4.739.659.934,2.077.369.888,898.831.116,80356,661.007.591,1.205.819,Besni
88747,4.250.072.805,2.686.684.637,774.845.821,92317,761.312.848,1.184.156,Besni
165940,6.248.449.588,3.406.956.311,838.274.613,170781,779.463.573,1641.14,Besni
181926,5.799.185.509,4.008.016.603,722.726.255,185474,716.808.511,1.628.157,Besni
148073,5.993.628.139,3.270.840.676,837.967.815,152985,690.156.141,1.557.606,Besni
103915,5.164.855.009,2.601.054.455,863.933.164,106499,691.085.026,1.285.063,Besni
71141,4.171.369.997,2.191.852.525,850.823.569,73629,725.454.805,1.085.215,Besni
169494,6.149.937.443,35.228.079,819.681.103,172094,740.122.616,1.607.527,Besni
47253,3.600.191.761,1.725.083.892,877.725.147,51538,711.320.187,940.542,Besni
102960,5.223.810.484,25.236.543,875.561.861,105956,741.658.503,1.311.161,Besni
81570,450.480.907,2.336.080.557,855.032.254,84540,733.213.483,1.162.256,Besni
62526,3.572.050.867,22.886.293,767.787.509,65994,707.307.692,1.006.598,Besni
141613,5.883.715.687,3.112.961.675,84.857.138,149492,721.793.513,1.521.811,Besni
105961,4.977.014.599,2.759.717.264,832.188.722,109992,697.561.586,1.347.989,Besni
125282,5.364.989.648,2.994.368.265,829.752.693,129758,735.948.588,1.404.303,Besni
87252,4.334.845.202,2.610.666.438,798.306.516,90160,73.579.464,1.166.517,Besni
108771,472.208.192,2.944.538.963,781.769.152,111241,770.049.274,1.267.646,Besni
138202,5.569.819.072,3.182.528.014,820.680.026,143228,697.215.215,1.576.336,Besni
92024,453.715.176,2.604.860.546,818.772.562,94643,751.860.779,1.204.623,Besni
76708,4.580.446.404,2.163.409.323,881.430.321,78694,658.392.557,1135.68,Besni
105053,4.904.095.974,277.084.224,825.086.992,107939,670.404.145,1.297.279,Besni
72924,4.342.226.657,2.204.917.639,861.483.822,77356,621.603.191,1.183.236,Besni
89169,4.081.899.217,2.813.966.838,724.402.895,93087,713.854.554,1.187.085,Besni
93042,4.705.658.055,2.542.608.114,841.453.216,95156,632.396.721,1.216.104,Besni
71054,3.647.511.364,249.723.369,728.880.994,72956,727.848.231,1.027.206,Besni
90675,4.262.364.248,2.752.870.726,763.459.806,92030,740.107.415,1.163.021,Besni
137921,598.761.032,2.972.016.018,868.116.234,142159,748.756.786,1.510.852,Besni
164440,5.807.758.476,3.623.455.742,78.150.484,167563,770.427.286,1.554.365,Besni
71502,4.904.334.789,1.894.429.399,922.383.026,75157,500.546.035,1.182.852,Besni
144250,606.351.813,3.053.303.818,863.964.234,148528,800.255.194,1.547.081,Besni
223075,6.942.475.503,411.810.369,805.073.466,225916,764.940.471,1.812.569,Besni
56244,3.988.024.524,1.828.440.459,888.703.306,58530,65.636.597,1.008.134,Besni
142239,6.148.344.775,2.977.353.473,874.928.099,148078,643.516.382,1.553.114,Besni
78632,4.079.403.285,2.458.211.977,798.050.128,79715,689.010.979,1.068.727,Besni
93430,4.676.371.192,258.947.168,832.692.769,98337,7.129.884,1.258.966,Besni
97583,5.227.865.556,241.940.773,886.467.562,101231,725.982.963,1.298.731,Besni
123654,5.424.197.414,2.934.732.356,840.993.944,126325,65.953.021,1.400.524,Besni
85894,4.771.719.928,2.310.396.812,874.965.463,89369,730.391.156,1.202.493,Besni
235047,772.956.877,388.201.507,864.734.549,239093,711.672.732,1942.05,Besni
152611,6.631.332.504,2.974.179.501,893.780.798,158488,61.471.504,1.755.968,Besni
83932,4.992.377.543,2.244.723.887,893.214.785,88572,67.084.419,1.258.062,Besni
117354,5.203.266.122,2.896.619.857,83.071.856,121057,712.064.948,1.374.171,Besni
66315,3.635.788.956,2.344.544.522,764.307.755,68906,688.944.066,1.015.021,Besni
87663,4.056.780.508,2.774.549.315,729.548.695,89710,743.688.283,1.126.518,Besni
95364,4.815.643.732,2.538.467.812,849.784.975,97623,737.951.528,1.225.352,Besni
78787,4.502.555.917,228.912.522,861.117.655,80567,677.376.367,1.142.632,Besni
160451,5.937.498.799,3.467.570.543,811.745.025,163523,785.231.188,1.548.609,Besni
121077,521.191.031,3.021.091.845,814.864.461,125856,734.512.254,1.403.043,Besni
62280,388.582.055,2.055.143.916,848.694.829,63596,791.440.045,977.906,Besni
106897,4.817.946.852,2.886.600.202,80.064.808,109314,715.983.148,1284.69,Besni
111568,4.911.120.737,2.939.110.068,801.152.573,114128,734.758.929,1.303.224,Besni
61556,3.407.836.277,2.314.351.892,73.402.126,63181,734.803.992,956.302,Besni
47609,3.318.941.109,1.842.131.203,831.826.447,49720,748.192.733,874.091,Besni
61861,3.459.436.498,2.354.304.678,732.705.625,67390,70.227.959,1.063.621,Besni
84855,420.350.624,2.758.810.121,754.489.905,90768,673.805.327,1.172.642,Besni
127292,6.398.506.348,2.583.819.447,914.840.211,129101,534.714.521,1.496.062,Besni
125968,5.225.437.758,3.080.475.964,807.757.147,129444,739.578.685,1.414.078,Besni
48488,2.753.377.168,226.802.199,566.991.437,50103,669.594.277,859.326,Besni
84774,4.162.814.499,2.640.989.928,772.985.146,90393,697.670.974,1.209.582,Besni
78921,3.769.878.173,2.688.326.119,701.055.316,82584,719.924.469,1.144.959,Besni
145235,6.096.301.806,3.066.080.357,864.320.723,148876,682.495.301,1.538.316,Besni
87039,4.970.580.562,2.362.127.732,879.866.091,96247,636.981.038,1.271.343,Besni
181126,9.496.626.718,293.386.698,951.082.244,225592,414.153.748,2.352.029,Besni
142419,5.804.381.967,318.180.558,836.364.958,145899,754.857.688,1.512.658,Besni
92619,3.986.207.288,2.968.829.335,667.315.162,95666,742.996.727,1173.39,Besni
68510,3.484.009.519,2.529.930.044,687.531.298,70513,670.877.399,1.028.839,Besni
48551,3.028.128.348,2.059.633.801,733.056.942,50748,742.824.357,862.001,Besni
92472,4.244.199.935,2.822.115.053,746.901.655,95982,746.163.157,1204.61,Besni
100928,4.651.799.197,2.870.157.139,78.696.365,105549,686.192.924,1310.51,Besni
96920,4.475.951.038,2.774.359.099,784.730.757,100285,687.258.906,1229.91,Besni
96762,4.574.774.879,2.773.867.797,795.205.711,101717,78.868.349,1248.75,Besni
151908,5.941.828.014,3.285.680.583,833.198.042,155600,721.207.805,1.560.016,Besni
75368,3.878.523.157,2.505.845.218,76.326.774,77706,735.096.754,1.078.409,Besni
168269,6.143.804.322,3.534.662.998,817.927.331,173527,756.241.377,1.641.456,Besni
99333,42.287.694,3.022.095.731,699.480.849,101942,720.765.368,1.191.348,Besni
102722,4.168.989.374,3.175.428.031,647.955.574,107169,724.419.777,1.261.988,Besni
104468,5.421.781.725,2.500.630.792,887.286.135,108119,646.932.785,1.360.497,Besni
73699,4.085.855.548,2.311.420.842,824.602.335,76106,703.181.055,1.079.578,Besni
71918,4.485.277.271,2.077.512.363,88.626.171,75002,696.373.759,1.091.499,Besni
127933,5.607.226.757,2.946.625.589,850.790.524,130766,667.778.474,1426.6,Besni
73294,4.452.461.201,2.176.202.412,872.416.085,76157,654.434.087,1147.6,Besni
189069,6.794.893.072,3.570.472.563,850.815.756,195810,612.143.209,1.831.909,Besni
159064,5.702.169.046,3.682.206.845,763.544.285,165584,781.964.054,1563.83,Besni
120818,4.926.065.372,3.152.013.498,768.487.895,123230,672.032.484,1.311.522,Besni
59890,4.024.157.189,1.946.688.358,875.205.907,61673,719.710.626,1.034.144,Besni
137593,5.580.587.508,3.167.128.382,823.355.491,142114,677.764.642,1.478.596,Besni
166654,6.079.964.652,3.496.589.887,818.082.863,169060,753.517.688,1.574.164,Besni
55858,2.988.588.591,2.398.993.992,596.358.734,58630,681.452.744,915.13,Besni
105308,4.733.133.932,284.170.622,799.710.534,108094,787.014.132,1.259.934,Besni
67468,424.563.654,2.078.230.517,87.200.443,70674,611.693.881,1.105.042,Besni
132680,5.498.652.777,308.392.291,827.917.003,136612,650.653.694,1.453.895,Besni
154197,5.826.121.787,3.432.602.128,808.005.855,160008,762.219.476,1.555.816,Besni
225043,7.400.037.432,3.903.008.576,849.597.917,229195,744.187.354,1.853.893,Besni
66613,4.331.941.642,1.998.147.343,887.265.505,70454,708.950.617,1.085.157,Besni
141559,5.941.144.312,3.063.100.019,856.845.008,146674,764.489.545,1.530.598,Besni
77622,4.601.429.023,226.581.322,870.360.472,82990,651.213.128,1.205.141,Besni
179668,6.904.334.163,3.325.532.581,876.358.889,181954,779.403.089,1.681.985,Besni
105091,5.076.851.162,2.680.873.433,849.208.116,108296,700.270.537,1.295.591,Besni
66938,3.563.232.835,248.674.245,71.620.554,69880,708.661.084,1.022.705,Besni
97494,4.517.827.664,2.782.800.079,787.777.611,101878,689.695.666,1.254.755,Besni
101770,4.686.679.004,2.798.129.101,802.212.378,103475,785.177.527,1.233.824,Besni
88338,5.044.821.967,2.271.275.085,892.918.128,90790,727.157.486,1.230.493,Besni
119336,5.635.463.265,2.753.557.685,872.500.913,125523,668.155.987,1.469.764,Besni
126019,5.206.800.335,3.161.898.754,794.500.651,130948,694.510.885,1.422.242,Besni
154498,6.213.515.398,3.185.977.308,858.538.226,159694,750.048.547,1.585.782,Besni
82632,4.713.667.164,2.273.931.825,875.944.181,87501,633.078.974,1.243.987,Besni
218459,5.712.892.031,4.922.752.785,507.431.838,228259,731.973.651,1947.46,Besni
150420,6.077.096.735,3.168.097.244,853.362.761,153905,642.408.712,1.557.266,Besni
110296,4.876.911.592,2.899.248.299,804.107.077,113271,687.099.748,1.316.112,Besni
171264,6.096.431.474,3.592.245.718,807.959.919,174156,771.737.563,1.592.095,Besni
110936,5.009.313.423,2.862.523.864,820.643.598,113888,732.395.854,1.319.435,Besni
54502,346.457.978,2.040.812.123,808.096.294,56464,636.111.111,927.283,Besni
142415,5.320.841.297,3.424.207.326,765.407.249,144862,770.643.939,1.449.803,Besni
94282,49.416.296,2.448.038.886,868.670.102,97707,702.386.185,1269.68,Besni
68799,3.565.678.081,2.532.546.956,703.942.708,71879,700.929.152,1041.27,Besni
79058,4.544.372.156,2.369.642.525,853.284.574,82555,578.255.972,1.175.034,Besni
85646,4.697.747.551,2.385.393.844,861.490.344,92673,6.810.436,1.226.892,Besni
107486,4.628.131.338,2.960.912.378,768.571.317,108914,759.967.476,1.235.078,Besni
149703,6.378.730.298,3.046.225.324,878.599.234,154549,593.805.036,1.596.356,Besni
187391,6.606.555.881,3.623.150.066,836.204.746,189799,71.394.663,1.682.478,Besni
115272,5.114.720.359,2.915.913.488,821.573.762,119773,62.476.017,1.392.653,Besni
83248,4.300.773.077,2.478.386.945,817.262.582,85839,66.879.293,1.129.072,Besni
87350,4.407.356.978,2.592.931.487,808.628.995,90899,636.476.246,1.214.252,Besni
99657,4.317.069.809,2.988.373.229,721.684.066,106264,741.098.519,1.292.828,Besni
93523,4.763.440.939,2.541.760.536,84.573.851,97653,658.798.253,1.258.548,Besni
85609,5.120.817.743,2.152.719.758,907.345.395,89197,632.019.963,1.272.862,Besni
